X,Z
32.425,-1.4195
32.45,-1.42
32.475,-1.4205
32.5,-1.421
32.525,-1.422
32.55,-1.4225
32.575,-1.423
32.6,-1.424
32.625,-1.4245
32.65,-1.4255
32.675,-1.4255
32.7,-1.4245
32.725,-1.4255
32.75,-1.4265
32.775,-1.4255
32.8,-1.4265
32.825,-1.427
32.85,-1.4275
32.875,-1.4285
32.9,-1.429
32.925,-1.43
32.95,-1.431
32.975,-1.433
33.0,-1.4355
33.025,-1.437
33.05,-1.434
33.075,-1.434
33.1,-1.434
33.125,-1.4345
33.15,-1.4345
33.175,-1.431
33.2,-1.4325
33.225,-1.4325
33.25,-1.4335
33.275,-1.4345
33.3,-1.4345
33.325,-1.436
33.35,-1.436
33.375,-1.437
33.4,-1.4375
33.425,-1.4365
33.45,-1.4375
33.475,-1.438
33.5,-1.438
33.525,-1.438
33.55,-1.4375
33.575,-1.4385
33.6,-1.4385
33.625,-1.4395
33.65,-1.4395
33.675,-1.438
33.7,-1.4375
33.725,-1.438
33.75,-1.438
33.775,-1.4375
33.8,-1.437
33.825,-1.4365
33.85,-1.4375
33.875,-1.437
33.9,-1.436
33.925,-1.435
33.95,-1.4365
33.975,-1.4365
34.0,-1.4365
34.025,-1.437
34.05,-1.437
34.075,-1.4375
34.1,-1.435
34.125,-1.4365
34.15,-1.438
34.175,-1.436
34.2,-1.4395
34.225,-1.438
34.25,-1.438
34.275,-1.439
34.3,-1.4385
34.325,-1.44
34.35,-1.44
34.375,-1.441
34.4,-1.4415
34.425,-1.4415
34.45,-1.443
34.475,-1.443
34.5,-1.444
34.525,-1.445
34.55,-1.445
34.575,-1.4465
34.6,-1.445
34.625,-1.4465
34.65,-1.4475
34.675,-1.4465
34.7,-1.4485
34.725,-1.4475
34.75,-1.449
34.775,-1.4485
34.8,-1.447
34.825,-1.4515
34.85,-1.4485
34.875,-1.4475
34.9,-1.4485
34.925,-1.4485
34.95,-1.445
34.975,-1.448
35.0,-1.447
35.025,-1.4475
35.05,-1.4495
35.075,-1.448
35.1,-1.4485
35.125,-1.449
35.15,-1.4495
35.175,-1.45
35.2,-1.4515
35.225,-1.4515
35.25,-1.4525
35.275,-1.4535
35.3,-1.454
35.325,-1.4545
35.35,-1.455
35.375,-1.456
35.4,-1.4565
35.425,-1.457
35.45,-1.458
35.475,-1.458
35.5,-1.459
35.525,-1.459
35.55,-1.4595
35.575,-1.4615
35.6,-1.4605
35.625,-1.462
35.65,-1.4625
35.675,-1.4625
35.7,-1.4645
35.725,-1.4635
35.75,-1.465
35.775,-1.4665
35.8,-1.467
35.825,-1.4675
35.85,-1.4685
35.875,-1.469
35.9,-1.4695
35.925,-1.4705
35.95,-1.471
35.975,-1.4715
36.0,-1.472
36.025,-1.4725
36.05,-1.4725
36.075,-1.472
36.1,-1.474
36.125,-1.473
36.15,-1.473
36.175,-1.474
36.2,-1.4735
36.225,-1.4745
36.25,-1.475
36.275,-1.476
36.3,-1.477
36.325,-1.477
36.35,-1.478
36.375,-1.478
36.4,-1.4785
36.425,-1.4795
36.45,-1.48
36.475,-1.481
36.5,-1.4815
36.525,-1.482
36.55,-1.483
36.575,-1.483
36.6,-1.482
36.625,-1.4835
36.65,-1.484
36.675,-1.4835
36.7,-1.485
36.725,-1.484
36.75,-1.4855
36.775,-1.486
36.8,-1.486
36.825,-1.4875
36.85,-1.487
36.875,-1.488
36.9,-1.4885
36.925,-1.489
36.95,-1.4905
36.975,-1.49
37.0,-1.4915
37.025,-1.492
37.05,-1.492
37.075,-1.4935
37.1,-1.493
37.125,-1.4945
37.15,-1.495
37.175,-1.4955
37.2,-1.4965
37.225,-1.4965
37.25,-1.498
37.275,-1.4985
37.3,-1.4985
37.325,-1.5005
37.35,-1.4995
37.375,-1.5015
37.4,-1.5015
37.425,-1.5015
37.45,-1.5035
37.475,-1.5025
37.5,-1.504
37.525,-1.5025
37.55,-1.5005
37.575,-1.502
37.6,-1.5
37.625,-1.5025
37.65,-1.5025
37.675,-1.502
37.7,-1.5035
37.725,-1.503
37.75,-1.504
37.775,-1.5045
37.8,-1.5045
37.825,-1.506
37.85,-1.5055
37.875,-1.5065
37.9,-1.508
37.925,-1.5085
37.95,-1.5095
37.975,-1.5105
38.0,-1.511
38.025,-1.5125
38.05,-1.514
38.075,-1.5145
38.1,-1.5175
38.125,-1.5165
38.15,-1.5175
38.175,-1.519
38.2,-1.517
38.225,-1.52
38.25,-1.5195
38.275,-1.52
38.3,-1.5215
38.325,-1.52
38.35,-1.5215
38.375,-1.521
38.4,-1.522
38.425,-1.523
38.45,-1.5225
38.475,-1.524
38.5,-1.524
38.525,-1.5235
38.55,-1.523
38.575,-1.5235
38.6,-1.5235
38.625,-1.524
38.65,-1.524
38.675,-1.5235
38.7,-1.523
38.725,-1.5235
38.75,-1.524
38.775,-1.5235
38.8,-1.5235
38.825,-1.5255
38.85,-1.5245
38.875,-1.526
38.9,-1.5255
38.925,-1.525
38.95,-1.527
38.975,-1.526
39.0,-1.5275
39.025,-1.528
39.05,-1.5275
39.075,-1.53
39.1,-1.5285
39.125,-1.5305
39.15,-1.5305
39.175,-1.53
39.2,-1.533
39.225,-1.5325
39.25,-1.5365
39.275,-1.536
39.3,-1.5315
39.325,-1.53
39.35,-1.528
39.375,-1.53
39.4,-1.533
39.425,-999.9999
39.45,-999.9999
39.475,-999.9999
39.5,-999.9999
39.525,-999.9999
39.55,-999.9999
39.575,-999.9999
39.6,-999.9999
39.625,-999.9999
39.65,-999.9999
39.675,-999.9999
39.7,-999.9999
39.725,-999.9999
39.75,-999.9999
39.775,-999.9999
39.8,-999.9999
39.825,-999.9999
39.85,-999.9999
39.875,-999.9999
39.9,-999.9999
39.925,-999.9999
39.95,-999.9999
39.975,-999.9999
